Indicator,SpatialDimValueCode,Location,Period,Value,DateModified
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2008,606.78,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2008,61.29,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2008,6137.78,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2008,62.78,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2008,671.89,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2008,7120.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2008,7578.75,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2008,7768.05,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2008,8307.69,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2008,892.6,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2008,913.52,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2008,936.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HUN,Hungary,2007,1003.26,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVK,Slovakia,2007,1029.3,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HRV,Croatia,2007,1041.03,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CZE,Czechia,2007,1110.18,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MDA,Republic of Moldova,2007,135.44,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MLT,Malta,2007,1596.12,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CYP,Cyprus,2007,1694.27,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ARM,Armenia,2007,170.15,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KAZ,Kazakhstan,2007,174.34,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISR,Israel,2007,1769.93,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVN,Slovenia,2007,1795.95,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UKR,Ukraine,2007,183.18,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GEO,Georgia,2007,195.99,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ALB,Albania,2007,209.32,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,PRT,Portugal,2007,2112.53,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AND,Andorra,2007,2376.66,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GRC,Greece,2007,2426.76,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ESP,Spain,2007,2606.28,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TKM,Turkmenistan,2007,261.83,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MKD,North Macedonia,2007,263.25,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BLR,Belarus,2007,278.63,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TJK,Tajikistan,2007,28.59,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ITA,Italy,2007,3092.58,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BGR,Bulgaria,2007,361.23,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BIH,Bosnia and Herzegovina,2007,363.86,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SMR,San Marino,2007,3804.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FIN,Finland,2007,3918.64,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BEL,Belgium,2007,4064.08,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ROU,Romania,2007,415.07,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DEU,Germany,2007,4182.92,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SWE,Sweden,2007,4310.33,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FRA,France,2007,4312.31,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GBR,United Kingdom of Great Britain and Northern Ireland,2007,4431.64,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AUT,Austria,2007,4478.77,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2007,459.6,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2007,46.9,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NLD,Netherlands (Kingdom of the),2007,4696.14,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,IRL,Ireland,2007,4858.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2007,49.61,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TUR,Türkiye,2007,504.38,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2007,5468.38,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2007,547.23,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISL,Iceland,2007,5803.81,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2007,6154.7,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2007,660.92,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2007,6671.27,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2007,6895.56,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2007,7025.24,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2007,704.29,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AZE,Azerbaijan,2007,74.66,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2007,775.19,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,EST,Estonia,2007,866.5,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MDA,Republic of Moldova,2006,100.11,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ARM,Armenia,2006,124.9,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UKR,Ukraine,2006,146.27,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CYP,Cyprus,2006,1474.02,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MLT,Malta,2006,1474.48,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GEO,Georgia,2006,152.06,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVN,Slovenia,2006,1541.66,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISR,Israel,2006,1555.56,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ALB,Albania,2006,164.22,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KAZ,Kazakhstan,2006,170.94,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,PRT,Portugal,2006,1857.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TJK,Tajikistan,2006,20.04,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GRC,Greece,2006,2052.88,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AND,Andorra,2006,2156.34,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BLR,Belarus,2006,221.7,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ESP,Spain,2006,2242.16,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MKD,North Macedonia,2006,242.6,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BIH,Bosnia and Herzegovina,2006,281.26,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ITA,Italy,2006,2832.7,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ROU,Romania,2006,291,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BGR,Bulgaria,2006,294.11,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SMR,San Marino,2006,3242.24,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FIN,Finland,2006,3414.94,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TKM,Turkmenistan,2006,349.68,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2006,350.84,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BEL,Belgium,2006,3545.24,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DEU,Germany,2006,3698.04,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2006,37.97,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2006,371.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SWE,Sweden,2006,3765.4,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FRA,France,2006,3811.55,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GBR,United Kingdom of Great Britain and Northern Ireland,2006,3817.99,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AUT,Austria,2006,3882.98,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NLD,Netherlands (Kingdom of the),2006,4080.22,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TUR,Türkiye,2006,409.26,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,IRL,Ireland,2006,4147.13,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2006,44.6,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2006,4778.89,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AZE,Azerbaijan,2006,49.87,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISL,Iceland,2006,4918.23,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2006,524.1,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2006,536.06,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2006,552.3,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2006,5671.98,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2006,5892.99,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2006,6070.74,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2006,6140.18,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,EST,Estonia,2006,627.18,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVK,Slovakia,2006,729.01,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HRV,Croatia,2006,816.02,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HUN,Hungary,2006,893.2,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CZE,Czechia,2006,942.12,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UKR,Ukraine,2005,114.63,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GEO,Georgia,2005,132.22,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CYP,Cyprus,2005,1366.02,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MLT,Malta,2005,1379.69,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KAZ,Kazakhstan,2005,139.58,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVN,Slovenia,2005,1449.19,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ALB,Albania,2005,149.98,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISR,Israel,2005,1509.11,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TJK,Tajikistan,2005,17.38,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,PRT,Portugal,2005,1814.35,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GRC,Greece,2005,1935.27,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BLR,Belarus,2005,196.14,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ESP,Spain,2005,2062.41,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AND,Andorra,2005,2283.44,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MKD,North Macedonia,2005,229.81,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BIH,Bosnia and Herzegovina,2005,241.64,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ROU,Romania,2005,254.53,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BGR,Bulgaria,2005,267.74,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ITA,Italy,2005,2677.55,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2005,270.14,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SMR,San Marino,2005,3055.63,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2005,307.55,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2005,32.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FIN,Finland,2005,3236.86,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TKM,Turkmenistan,2005,324.81,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AZE,Azerbaijan,2005,34.35,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2005,34.94,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BEL,Belgium,2005,3405.3,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GBR,United Kingdom of Great Britain and Northern Ireland,2005,3547.29,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SWE,Sweden,2005,3547.63,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DEU,Germany,2005,3558.21,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TUR,Türkiye,2005,357.4,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FRA,France,2005,3575.03,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AUT,Austria,2005,3710.4,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NLD,Netherlands (Kingdom of the),2005,3823.48,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,IRL,Ireland,2005,3938.19,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2005,438.93,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2005,440.81,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2005,4442.75,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2005,465.7,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISL,Iceland,2005,5079.69,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,EST,Estonia,2005,549.63,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2005,5584.69,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2005,5673.94,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2005,5818.15,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2005,5876.08,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVK,Slovakia,2005,601.31,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HRV,Croatia,2005,727.13,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MDA,Republic of Moldova,2005,79.33,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CZE,Czechia,2005,852.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HUN,Hungary,2005,895.2,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ARM,Armenia,2005,95.55,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GEO,Georgia,2004,105.1,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KAZ,Kazakhstan,2004,108.44,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MLT,Malta,2004,1223.86,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CYP,Cyprus,2004,1286.97,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ALB,Albania,2004,136.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVN,Slovenia,2004,1368.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TJK,Tajikistan,2004,14.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BLR,Belarus,2004,141,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISR,Israel,2004,1438.99,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,PRT,Portugal,2004,1723.74,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GRC,Greece,2004,1782.7,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ROU,Romania,2004,190.8,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ESP,Spain,2004,1922.27,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AND,Andorra,2004,2059.92,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2004,207.61,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BIH,Bosnia and Herzegovina,2004,222.28,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MKD,North Macedonia,2004,230.68,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BGR,Bulgaria,2004,233.11,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ITA,Italy,2004,2565.63,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2004,26.37,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AZE,Azerbaijan,2004,27.19,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2004,274.46,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2004,28.02,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TUR,Türkiye,2004,292.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SMR,San Marino,2004,2958.88,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TKM,Turkmenistan,2004,302.86,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FIN,Finland,2004,3044.12,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BEL,Belgium,2004,3312.74,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GBR,United Kingdom of Great Britain and Northern Ireland,2004,3377.12,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FRA,France,2004,3458.63,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DEU,Germany,2004,3459.82,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,IRL,Ireland,2004,3483.16,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SWE,Sweden,2004,3488.17,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AUT,Austria,2004,3594.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2004,366.96,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NLD,Netherlands (Kingdom of the),2004,3689.46,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2004,392,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2004,393.3,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2004,4194.87,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISL,Iceland,2004,4414.23,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,EST,Estonia,2004,474.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NOR,Norway,2004,5097.34,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVK,Slovakia,2004,511.53,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CHE,Switzerland,2004,5608.7,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LUX,Luxembourg,2004,5610.35,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MCO,Monaco,2004,5671.21,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HRV,Croatia,2004,634.62,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MDA,Republic of Moldova,2004,64.61,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ARM,Armenia,2004,71.65,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CZE,Czechia,2004,746.33,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,HUN,Hungary,2004,798.45,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UKR,Ukraine,2004,83.24,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TJK,Tajikistan,2003,10.98,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ALB,Albania,2003,105.44,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MLT,Malta,2003,1074.09,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BLR,Belarus,2003,108.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,CYP,Cyprus,2003,1145.06,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVN,Slovenia,2003,1203.06,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ISR,Israel,2003,1384.19,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ROU,Romania,2003,143.55,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,PRT,Portugal,2003,1443.38,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GRC,Greece,2003,1566.41,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,RUS,Russian Federation,2003,163.31,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ESP,Spain,2003,1640.92,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BIH,Bosnia and Herzegovina,2003,168.42,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AND,Andorra,2003,1885.53,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BGR,Bulgaria,2003,195.74,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TKM,Turkmenistan,2003,199.93,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,KGZ,Kyrgyzstan,2003,21.69,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MKD,North Macedonia,2003,214.3,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,ITA,Italy,2003,2163.03,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AZE,Azerbaijan,2003,23.62,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SRB,Serbia,2003,230.09,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,TUR,Türkiye,2003,232.56,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,UZB,Uzbekistan,2003,25.62,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SMR,San Marino,2003,2506.68,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FIN,Finland,2003,2613.85,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,GBR,United Kingdom of Great Britain and Northern Ireland,2003,2789.35,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LVA,Latvia,2003,280.51,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,BEL,Belgium,2003,2814.88,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,IRL,Ireland,2003,2910.93,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,FRA,France,2003,3006.31,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,AUT,Austria,2003,3091.24,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SWE,Sweden,2003,3110.2,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DEU,Germany,2003,3152.79,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,NLD,Netherlands (Kingdom of the),2003,3244.36,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,LTU,Lithuania,2003,338.86,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,POL,Poland,2003,339.34,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,SVK,Slovakia,2003,344.47,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,DNK,Denmark,2003,3607.04,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,EST,Estonia,2003,368.98,2024-12-10T00:00:00.000Z
Current health expenditure (CHE) per capita in US$,MDA,Republic of Moldova,2003,38.44,2024-12-10T00:00:00.000Z
