variable code,variable name
hc9_ext_ncu2022_pc,"External Expenditure on Other health care services (n.e.c.), in constant (2022) NCU per capita"
hc_pvtd_ncu2022_pc,"Domestic Private Health Expenditure by Health Care Functions, in constant (2022) NCU per capita"
hc1_pvtd_ncu2022_pc,"Domestic Private Expenditure on Curative care, in constant (2022) NCU per capita"
hc11_pvtd_ncu2022_pc,"Domestic Private Expenditure on Inpatient curative care, in constant (2022) NCU per capita"
hc12_pvtd_ncu2022_pc,"Domestic Private Expenditure on Day curative care, in constant (2022) NCU per capita"
hc13_pvtd_ncu2022_pc,"Domestic Private Expenditure on Outpatient curative care, in constant (2022) NCU per capita"
hc131_pvtd_ncu2022_pc,"Domestic Private Expenditure on General outpatient curative care, in constant (2022) NCU per capita"
hc132_pvtd_ncu2022_pc,"Domestic Private Expenditure on Dental outpatient curative care, in constant (2022) NCU per capita"
hc133_pvtd_ncu2022_pc,"Domestic Private Expenditure on Specialised outpatient curative care, in constant (2022) NCU per capita"
hc139_pvtd_ncu2022_pc,"Domestic Private Expenditure on all other outpatient curative care, in constant (2022) NCU per capita"
hc13nec_pvtd_ncu2022_pc,"Domestic Private Expenditure on Outpatient curative care n.e.c., in constant (2022) NCU per capita"
hc14_pvtd_ncu2022_pc,"Domestic Private Expenditure on Home-based curative care, in constant (2022) NCU per capita"
hc1nec_pvtd_ncu2022_pc,"Domestic Private Expenditure on Other curative care, in constant (2022) NCU per capita"
hc2_pvtd_ncu2022_pc,"Domestic Private Expenditure on Rehabilitative care, in constant (2022) NCU per capita"
hc21_pvtd_ncu2022_pc,"Domestic Private Expenditure on Inpatient rehabilitative care, in constant (2022) NCU per capita"
hc22_pvtd_ncu2022_pc,"Domestic Private Expenditure on Day rehabilitative care, in constant (2022) NCU per capita"
hc23_pvtd_ncu2022_pc,"Domestic Private Expenditure on Outpatient rehabilitative care, in constant (2022) NCU per capita"
hc24_pvtd_ncu2022_pc,"Domestic Private Expenditure on Home-based rehabilitative care, in constant (2022) NCU per capita"
hc3_pvtd_ncu2022_pc,"Domestic Private Expenditure on Long-term care (health), in constant (2022) NCU per capita"
hc31_pvtd_ncu2022_pc,"Domestic Private Expenditure on Inpatient long-term care (health), in constant (2022) NCU per capita"
hc32_pvtd_ncu2022_pc,"Domestic Private Expenditure on Day long-term care (health), in constant (2022) NCU per capita"
hc33_pvtd_ncu2022_pc,"Domestic Private Expenditure on Outpatient long-term care (health), in constant (2022) NCU per capita"
hc34_pvtd_ncu2022_pc,"Domestic Private Expenditure on Home-based long-term care (health), in constant (2022) NCU per capita"
hc3nec_pvtd_ncu2022_pc,"Domestic Private Expenditure on Other Long-Term Care, in constant (2022) NCU per capita"
hc4_pvtd_ncu2022_pc,"Domestic Private Expenditure on Ancillary services (non-specified by function), in constant (2022) NCU per capita"
hc41_pvtd_ncu2022_pc,"Domestic Private Expenditure on Laboratory services, in constant (2022) NCU per capita"
hc42_pvtd_ncu2022_pc,"Domestic Private Expenditure on Imaging services, in constant (2022) NCU per capita"
hc43_pvtd_ncu2022_pc,"Domestic Private Expenditure on Patient transportation, in constant (2022) NCU per capita"
hc5_pvtd_ncu2022_pc,"Domestic Private Expenditure on Medical goods (non-specified by function), in constant (2022) NCU per capita"
hc51_pvtd_ncu2022_pc,"Domestic Private Expenditure on Pharmaceuticals and Other medical durable goods, in constant (2022) NCU per capita"
hc511_pvtd_ncu2022_pc,"Domestic Private Expenditure on Prescribed medicines, in constant (2022) NCU per capita"
hc512_pvtd_ncu2022_pc,"Domestic Private Expenditure on Over-the-counter medicines, in constant (2022) NCU per capita"
hc513_pvtd_ncu2022_pc,"Domestic Private Expenditure on Other medical non-durable goods, in constant (2022) NCU per capita"
hc52_pvtd_ncu2022_pc,"Domestic Private Expenditure on Therapeutic appliances and Other medical goods, in constant (2022) NCU per capita"
hc5nec_pvtd_ncu2022_pc,"Domestic Private Expenditure on Unspecified medical goods (n.e.c.), in constant (2022) NCU per capita"
hc6_pvtd_ncu2022_pc,"Domestic Private Expenditure on Preventive care, in constant (2022) NCU per capita"
hc61_pvtd_ncu2022_pc,"Domestic Private Expenditure on Information, education and counseling (IEC) programmes, in constant (2022) NCU per capita"
hc62_pvtd_ncu2022_pc,"Domestic Private Expenditure on Immunization Programmes, in constant (2022) NCU per capita"
fp3214_pvtd_ncu2022_pc,"Domestic Private Expenditure on Vaccines, in constant (2022) NCU per capita"
hc63_pvtd_ncu2022_pc,"Domestic Private Expenditure on Early disease detection programmes, in constant (2022) NCU per capita"
hc64_pvtd_ncu2022_pc,"Domestic Private Expenditure on Healthy condition monitoring programmes, in constant (2022) NCU per capita"
hc65_pvtd_ncu2022_pc,"Domestic Private Expenditure on Epidemiological surveillance and risk and disease control programmes, in constant (2022) NCU per capita"
hc66_pvtd_ncu2022_pc,"Domestic Private Expenditure on Preparing for disaster and emergency response programmes, in constant (2022) NCU per capita"
hc6nec_pvtd_ncu2022_pc,"Domestic Private Expenditure on Unspecified preventive care (n.e.c.), in constant (2022) NCU per capita"
hc7_pvtd_ncu2022_pc,"Domestic Private Expenditure on Governance, health system & financing administration, in constant (2022) NCU per capita"
hc71_pvtd_ncu2022_pc,"Domestic Private Expenditure on Governance and Health system administration, in constant (2022) NCU per capita"
hc72_pvtd_ncu2022_pc,"Domestic Private Expenditure on Administration of health financing, in constant (2022) NCU per capita"
hc7nec_pvtd_ncu2022_pc,"Domestic Private Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), in constant (2022) NCU per capita"
hc9_pvtd_ncu2022_pc,"Domestic Private Expenditure on Other health care services (n.e.c.), in constant (2022) NCU per capita"
hcri1_ncu2022_pc,"Total pharmaceutical expenditure (TPE), in constant (2022) NCU per capita"
dis_ncu2022_pc,"Current health expenditure by Diseases and Conditions, in constant (2022) NCU per capita"
dis1_ncu2022_pc,"Infectious and Parasitic Diseases, in constant (2022) NCU per capita"
dis11_ncu2022_pc,"HIV/AIDS and Other Sexually Transmitted Diseases (STDs), in constant (2022) NCU per capita"
dis12_ncu2022_pc,"Tuberculosis (TB), in constant (2022) NCU per capita"
dis13_ncu2022_pc,"Malaria, in constant (2022) NCU per capita"
dis16_ncu2022_pc,"Neglected Tropical Diseases (NTDs), in constant (2022) NCU per capita"
dis192_ncu2022_pc,"Disease from coronavirus SARS-CoV-2 (COVID-19), in constant (2022) NCU per capita"
dis2_ncu2022_pc,"Reproductive Health, in constant (2022) NCU per capita"
dis21_ncu2022_pc,"Maternal Conditions, in constant (2022) NCU per capita"
dis22_ncu2022_pc,"Perinatal Conditions, in constant (2022) NCU per capita"
dis23_ncu2022_pc,"Contraceptive Management (Family Planning), in constant (2022) NCU per capita"
dis2nec_ncu2022_pc,"Unspecified reproductive health conditions (n.e.c.), in constant (2022) NCU per capita"
dis3_ncu2022_pc,"Nutritional Deficiencies, in constant (2022) NCU per capita"
dis4_ncu2022_pc,"Noncommunicable Diseases (NCDs), in constant (2022) NCU per capita"
dis5_ncu2022_pc,"Injuries, in constant (2022) NCU per capita"
disnec_ncu2022_pc,"Other and unspecified Diseases and Conditions (n.e.c.), in constant (2022) NCU per capita"
dis_gghed_ncu2022_pc,"Domestic general government health expenditure by Diseases and Conditions, in constant (2022) NCU per capita"
dis1_gghed_ncu2022_pc,"Domestic General Government Expenditure on Infectious and Parasitic Diseases, in constant (2022) NCU per capita"
dis11_gghed_ncu2022_pc,"Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in constant (2022) NCU per capita"
dis12_gghed_ncu2022_pc,"Domestic General Government Expenditure on Tuberculosis (TB), in constant (2022) NCU per capita"
dis13_gghed_ncu2022_pc,"Domestic General Government Expenditure on Malaria, in constant (2022) NCU per capita"
dis16_gghed_ncu2022_pc,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), in constant (2022) NCU per capita"
dis192_gghed_ncu2022_pc,"Domestic General Government Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), in constant (2022) NCU per capita"
dis2_gghed_ncu2022_pc,"Domestic General Government Expenditure on Reproductive Health, in constant (2022) NCU per capita"
dis21_gghed_ncu2022_pc,"Domestic General Government Expenditure on Maternal Conditions, in constant (2022) NCU per capita"
dis22_gghed_ncu2022_pc,"Domestic General Government Expenditure on Perinatal Conditions, in constant (2022) NCU per capita"
dis23_gghed_ncu2022_pc,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), in constant (2022) NCU per capita"
dis2nec_gghed_ncu2022_pc,"Domestic General Government Expenditure on Unspecified reproductive health conditions (n.e.c.), in constant (2022) NCU per capita"
dis3_gghed_ncu2022_pc,"Domestic General Government Expenditure on Nutritional Deficiencies, in constant (2022) NCU per capita"
dis4_gghed_ncu2022_pc,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), in constant (2022) NCU per capita"
dis5_gghed_ncu2022_pc,"Domestic General Government Expenditure on Injuries, in constant (2022) NCU per capita"
disnec_gghed_ncu2022_pc,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), in constant (2022) NCU per capita"
dis_ext_ncu2022_pc,"External sources of funding by Diseases and Conditions, in constant (2022) NCU per capita"
dis1_ext_ncu2022_pc,"External sources of funding on Infectious and Parasitic Diseases, in constant (2022) NCU per capita"
dis11_ext_ncu2022_pc,"External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs), in constant (2022) NCU per capita"
dis12_ext_ncu2022_pc,"External sources of funding on Tuberculosis (TB), in constant (2022) NCU per capita"
dis13_ext_ncu2022_pc,"External sources of funding on Malaria, in constant (2022) NCU per capita"
dis16_ext_ncu2022_pc,"External sources of funding on Neglected Tropical Diseases (NTDs), in constant (2022) NCU per capita"
dis192_ext_ncu2022_pc,"External sources of funding on Disease from coronavirus SARS-CoV-2 (COVID-19), in constant (2022) NCU per capita"
dis2_ext_ncu2022_pc,"External sources of funding on Reproductive Health, in constant (2022) NCU per capita"
dis21_ext_ncu2022_pc,"External sources of funding on Maternal Conditions, in constant (2022) NCU per capita"
dis22_ext_ncu2022_pc,"External sources of funding on Perinatal Conditions, in constant (2022) NCU per capita"
dis23_ext_ncu2022_pc,"External sources of funding on Contraceptive Management (Family Planning), in constant (2022) NCU per capita"
dis2nec_ext_ncu2022_pc,"External sources of funding on Unspecified reproductive health conditions (n.e.c.), in constant (2022) NCU per capita"
dis3_ext_ncu2022_pc,"External sources of funding on Nutritional Deficiencies, in constant (2022) NCU per capita"
dis4_ext_ncu2022_pc,"External sources of funding on Noncommunicable Diseases (NCDs), in constant (2022) NCU per capita"
dis5_ext_ncu2022_pc,"External sources of funding on Injuries, in constant (2022) NCU per capita"
disnec_ext_ncu2022_pc,"External sources of funding on other and unspecified Diseases and Conditions (n.e.c.), in constant (2022) NCU per capita"
dis_pvtd_ncu2022_pc,"Domestic Private Health expenditure by Diseases and Conditions, in constant (2022) NCU per capita"
dis1_pvtd_ncu2022_pc,"Domestic Private Expenditure on Infectious and Parasitic Diseases, in constant (2022) NCU per capita"
dis11_pvtd_ncu2022_pc,"Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in constant (2022) NCU per capita"
dis12_pvtd_ncu2022_pc,"Domestic Private Expenditure on Tuberculosis (TB), in constant (2022) NCU per capita"
dis13_pvtd_ncu2022_pc,"Domestic Private Expenditure on Malaria, in constant (2022) NCU per capita"
dis16_pvtd_ncu2022_pc,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), in constant (2022) NCU per capita"
dis192_pvtd_ncu2022_pc,"Domestic Private Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), in constant (2022) NCU per capita"
dis2_pvtd_ncu2022_pc,"Domestic Private Expenditure on Reproductive Health, in constant (2022) NCU per capita"
dis21_pvtd_ncu2022_pc,"Domestic Private Expenditure on Maternal Conditions, in constant (2022) NCU per capita"
dis22_pvtd_ncu2022_pc,"Domestic Private Expenditure on Perinatal Conditions, in constant (2022) NCU per capita"
dis23_pvtd_ncu2022_pc,"Domestic Private Expenditure on Contraceptive Management (Family Planning), in constant (2022) NCU per capita"
dis2nec_pvtd_ncu2022_pc,"Domestic Private Expenditure on Unspecified reproductive health conditions (n.e.c.), in constant (2022) NCU per capita"
dis3_pvtd_ncu2022_pc,"Domestic Private Expenditure on Nutritional Deficiencies, in constant (2022) NCU per capita"
dis4_pvtd_ncu2022_pc,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), in constant (2022) NCU per capita"
dis5_pvtd_ncu2022_pc,"Domestic Private Expenditure on Injuries, in constant (2022) NCU per capita"
disnec_pvtd_ncu2022_pc,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), in constant (2022) NCU per capita"
hccov_ncu2022_pc,"Special reporting items to track COVID-19 spending within CHE, in constant (2022) NCU per capita"
hccov1_ncu2022_pc,"COVID-19 related treatment, in constant (2022) NCU per capita"
hccov2_ncu2022_pc,"COVID-19 testing and contract tracing, in constant (2022) NCU per capita"
hccov3_ncu2022_pc,"COVID-19 vaccination, in constant (2022) NCU per capita"
hccov4_ncu2022_pc,"COVID-19 medical goods, in constant (2022) NCU per capita"
hccov5_ncu2022_pc,"Other COVID-19 health care spending (incl. in CHE), in constant (2022) NCU per capita"
hccov_gghed_ncu2022_pc,"Domestic General Government Expenditure on special reporting items to track COVID-19 spending within CHE, in constant (2022) NCU per capita"
hccov_ext_ncu2022_pc,"External sources of funding on special reporting items to track COVID-19 spending within CHE, in constant (2022) NCU per capita"
hccov_pvtd_ncu2022_pc,"Domestic Private Expenditure on special reporting items to track COVID-19 spending within CHE, in constant (2022) NCU per capita"
age1_ncu2022_pc,"Less than five-year-old population (< 5-y), in constant (2022) NCU per capita"
age1_gghed_ncu2022_pc,"Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y), in constant (2022) NCU per capita"
age1_ext_ncu2022_pc,"External sources of funding in the less than five-year-old population (< 5-y), in constant (2022) NCU per capita"
age1_pvtd_ncu2022_pc,"Domestic Private Expenditure in the less than five-year-old population (< 5-y), in constant (2022) NCU per capita"
hp_ncu2022_pc,"Current health expenditure by health care providers, in constant (2022) NCU per capita"
hp1_ncu2022_pc,"Hospitals, in constant (2022) NCU per capita"
hp11_ncu2022_pc,"General hospitals, in constant (2022) NCU per capita"
hp12_ncu2022_pc,"Mental health hospitals, in constant (2022) NCU per capita"
hp13_ncu2022_pc,"Specialised hospitals (Other than mental health hospitals), in constant (2022) NCU per capita"
hp1nec_ncu2022_pc,"Unspecified hospitals (n.e.c.), in constant (2022) NCU per capita"
hp2_ncu2022_pc,"Residential long-term care facilities, in constant (2022) NCU per capita"
hp21_ncu2022_pc,"Long-term nursing care facilities, in constant (2022) NCU per capita"
hp22_ncu2022_pc,"Mental health and substance abuse facilities, in constant (2022) NCU per capita"
hp29_ncu2022_pc,"Other residential long-term care facilities, in constant (2022) NCU per capita"
hp3_ncu2022_pc,"Providers of ambulatory health care, in constant (2022) NCU per capita"
hp31_ncu2022_pc,"Medical practices, in constant (2022) NCU per capita"
hp32_ncu2022_pc,"Dental practice, in constant (2022) NCU per capita"
hp33_ncu2022_pc,"Other health care practitioners, in constant (2022) NCU per capita"
hp34_ncu2022_pc,"Ambulatory health care centres, in constant (2022) NCU per capita"
hp35_ncu2022_pc,"Providers of home health care services, in constant (2022) NCU per capita"
hp3nec_ncu2022_pc,"Unspecified providers of ambulatory health care (n.e.c.), in constant (2022) NCU per capita"
hp4_ncu2022_pc,"Providers of ancillary services, in constant (2022) NCU per capita"
hp41_ncu2022_pc,"Providers of patient transportation and emergency rescue, in constant (2022) NCU per capita"
hp42_ncu2022_pc,"Medical and diagnostic laboratories, in constant (2022) NCU per capita"
hp49_ncu2022_pc,"Other providers of ancillary services, in constant (2022) NCU per capita"
hp5_ncu2022_pc,"Retailers and Other providers of medical goods, in constant (2022) NCU per capita"
hp51_ncu2022_pc,"Pharmacies, in constant (2022) NCU per capita"
hp52_ncu2022_pc,"Retail sellers and Other suppliers of durable medical goods and medical appliances, in constant (2022) NCU per capita"
hp59_ncu2022_pc,"All Other miscellaneous sellers and Other suppliers of pharmaceuticals and medical goods, in constant (2022) NCU per capita"
hp6_ncu2022_pc,"Providers of preventive care, in constant (2022) NCU per capita"
hp7_ncu2022_pc,"Providers of health care system administration and financing, in constant (2022) NCU per capita"
hp71_ncu2022_pc,"Government health administration agencies, in constant (2022) NCU per capita"
hp72_ncu2022_pc,"Social health insurance agencies, in constant (2022) NCU per capita"
hp73_ncu2022_pc,"Private health insurance administration agencies, in constant (2022) NCU per capita"
hp79_ncu2022_pc,"Other administration agencies, in constant (2022) NCU per capita"
hp8_ncu2022_pc,"Rest of economy, in constant (2022) NCU per capita"
hp81_ncu2022_pc,"Households as providers of home health care, in constant (2022) NCU per capita"
hp82_ncu2022_pc,"All Other industries as secondary providers of health care, in constant (2022) NCU per capita"
hp83_ncu2022_pc,"Community health workers (or village health worker, community health aide, etc.), in constant (2022) NCU per capita"
hp9_ncu2022_pc,"Rest of the world, in constant (2022) NCU per capita"
hpnec_ncu2022_pc,"Unspecified health care providers (n.e.c.), in constant (2022) NCU per capita"
hk_ncu2022_pc,"Capital health expenditure, in constant (2022) NCU per capita"
hk1_ncu2022_pc,"Gross capital formation, in constant (2022) NCU per capita"
hk11_ncu2022_pc,"Gross fixed capital formation, in constant (2022) NCU per capita"
hk111_ncu2022_pc,"Infrastructure, in constant (2022) NCU per capita"
hk112_ncu2022_pc,"Machinery and equipment, in constant (2022) NCU per capita"
hk113_ncu2022_pc,"Intellectual property products, in constant (2022) NCU per capita"
hk_gghed_ncu2022_pc,"Capital Health Expenditure (Domestic Public), in constant (2022) NCU per capita"
hk_ext_ncu2022_pc,"Capital Health Expenditure (External), in constant (2022) NCU per capita"
hk_pvtd_ncu2022_pc,"Capital Health Expenditure (Domestic Private), in constant (2022) NCU per capita"
gdp_ncu2022_pc,"Gross Domestic Product (GDP), in constant (2022) NCU per capita"
pfc_ncu2022_pc,"Final consumption expenditure of Households and profit institutions serving households (PFC), in constant (2022) NCU per capita"
gge_ncu2022_pc,"General government expenditure (GGE), in constant (2022) NCU per capita"
che_usd2022_pc,"Current Health Expenditure (CHE), in constant (2022) US$ per capita"
gghed_usd2022_pc,"Domestic General Government Health Expenditure (GGHE-D), in constant (2022) US$ per capita"
pvtd_usd2022_pc,"Domestic Private Health Expenditure (PVT-D), in constant (2022) US$ per capita"
ext_usd2022_pc,"External Health Expenditure (EXT), in constant (2022) US$ per capita"
fs_usd2022_pc,"Current health expenditure by revenues of health care financing schemes, in constant (2022) US$ per capita"
fs1_usd2022_pc,"Transfers from government domestic revenue (allocated to health purposes), in constant (2022) US$ per capita"
fs11_usd2022_pc,"Internal transfers and grants, in constant (2022) US$ per capita"
fs12_usd2022_pc,"Transfers by government on behalf of specific groups, in constant (2022) US$ per capita"
fs13_usd2022_pc,"Subsidies, in constant (2022) US$ per capita"
fs14_usd2022_pc,"Other transfers from government domestic revenue, in constant (2022) US$ per capita"
fs2_usd2022_pc,"Transfers distributed by government from foreign origin, in constant (2022) US$ per capita"
fs3_usd2022_pc,"Social insurance contributions, in constant (2022) US$ per capita"
fs31_usd2022_pc,"Social insurance contributions from employees, in constant (2022) US$ per capita"
fs32_usd2022_pc,"Social insurance contributions from employers, in constant (2022) US$ per capita"
fs33_usd2022_pc,"Social insurance contributions from self-employed, in constant (2022) US$ per capita"
fs34_usd2022_pc,"Other social insurance contributions, in constant (2022) US$ per capita"
fs4_usd2022_pc,"Compulsory prepayment (Other, and unspecified, than FS.3), in constant (2022) US$ per capita"
fs5_usd2022_pc,"Voluntary prepayment, in constant (2022) US$ per capita"
fs6_usd2022_pc,"Other domestic revenues n.e.c., in constant (2022) US$ per capita"
fs61_usd2022_pc,"Other revenues from households n.e.c., in constant (2022) US$ per capita"
fs62_usd2022_pc,"Other revenues from corporations n.e.c., in constant (2022) US$ per capita"
fs63_usd2022_pc,"Other revenues from NPISH n.e.c., in constant (2022) US$ per capita"
fs6nec_usd2022_pc,"Unspecified other domestic revenues (n.e.c.), in constant (2022) US$ per capita"
fs7_usd2022_pc,"Direct foreign transfers, in constant (2022) US$ per capita"
fsnec_usd2022_pc,"Unspecified revenues of health care financing schemes (n.e.c.), in constant (2022) US$ per capita"
hf_usd2022_pc,"Current health expenditure by financing schemes, in constant (2022) US$ per capita"
hf1_usd2022_pc,"Government schemes and compulsory contributory health care financing schemes, in constant (2022) US$ per capita"
hf11_usd2022_pc,"Government schemes, in constant (2022) US$ per capita"
hf12_usd2022_pc,"Compulsory contributory health insurance schemes, in constant (2022) US$ per capita"
hf121_usd2022_pc,"Social health insurance schemes, in constant (2022) US$ per capita"
hf122_usd2022_pc,"Compulsory private insurance schemes, in constant (2022) US$ per capita"
hf12nec_usd2022_pc,"Unspecified compulsory contributory health insurance schemes (n.e.c.), in constant (2022) US$ per capita"
hf13_usd2022_pc,"Compulsory Medical Saving Accounts (CMSA), in constant (2022) US$ per capita"
hf1nec_usd2022_pc,"Unspecified government schemes and compulsory contributory schemes (n.e.c.), in constant (2022) US$ per capita"
hf2_usd2022_pc,"Voluntary health care payment schemes, in constant (2022) US$ per capita"
hf21_usd2022_pc,"Voluntary health insurance schemes, in constant (2022) US$ per capita"
hf22_usd2022_pc,"NPISH financing schemes (including development agencies), in constant (2022) US$ per capita"
hf23_usd2022_pc,"Enterprise financing schemes, in constant (2022) US$ per capita"
hf2nec_usd2022_pc,"Unspecified voluntary health care payment schemes (n.e.c.), in constant (2022) US$ per capita"
hf3_usd2022_pc,"Household out-of-pocket payments (OOPS), in constant (2022) US$ per capita"
hf4_usd2022_pc,"Rest of the world financing schemes (non-resident), in constant (2022) US$ per capita"
hfnec_usd2022_pc,"Unspecified financing schemes (n.e.c.), in constant (2022) US$ per capita"
hc_usd2022_pc,"Current health expenditure by Health Care Functions, in constant (2022) US$ per capita"
hc1_usd2022_pc,"Curative care, in constant (2022) US$ per capita"
hc11_usd2022_pc,"Inpatient curative care, in constant (2022) US$ per capita"
hc12_usd2022_pc,"Day curative care, in constant (2022) US$ per capita"
hc13_usd2022_pc,"Outpatient curative care, in constant (2022) US$ per capita"
hc131_usd2022_pc,"General outpatient curative care, in constant (2022) US$ per capita"
hc132_usd2022_pc,"Dental outpatient curative care, in constant (2022) US$ per capita"
hc133_usd2022_pc,"Specialised outpatient curative care, in constant (2022) US$ per capita"
hc139_usd2022_pc,"Other outpatient curative care (specialized paramedical outpatient curative care), in constant (2022) US$ per capita"
hc13nec_usd2022_pc,"Unspecified outpatient curative care (n.e.c.), in constant (2022) US$ per capita"
hc14_usd2022_pc,"Home-based curative care, in constant (2022) US$ per capita"
hc1nec_usd2022_pc,"Unspecified curative care (n.e.c.), in constant (2022) US$ per capita"
hc2_usd2022_pc,"Rehabilitative care, in constant (2022) US$ per capita"
hc21_usd2022_pc,"Inpatient rehabilitative care, in constant (2022) US$ per capita"
hc22_usd2022_pc,"Day rehabilitative care, in constant (2022) US$ per capita"
hc23_usd2022_pc,"Outpatient rehabilitative care, in constant (2022) US$ per capita"
hc24_usd2022_pc,"Home-based rehabilitative care, in constant (2022) US$ per capita"
hc2nec_usd2022_pc,"Unspecified rehabilitative care (n.e.c.), in constant (2022) US$ per capita"
hc3_usd2022_pc,"Long-term care (health), in constant (2022) US$ per capita"
hc31_usd2022_pc,"Inpatient long-term care (health), in constant (2022) US$ per capita"
hc32_usd2022_pc,"Day long-term care (health), in constant (2022) US$ per capita"
hc33_usd2022_pc,"Outpatient long-term care (health), in constant (2022) US$ per capita"
hc34_usd2022_pc,"Home-based long-term care (health), in constant (2022) US$ per capita"
hc3nec_usd2022_pc,"Unspecified long-term care (n.e.c.), in constant (2022) US$ per capita"
hc4_usd2022_pc,"Ancillary services (non-specified by function), in constant (2022) US$ per capita"
hc41_usd2022_pc,"Laboratory services, in constant (2022) US$ per capita"
hc42_usd2022_pc,"Imaging services, in constant (2022) US$ per capita"
hc43_usd2022_pc,"Patient transportation, in constant (2022) US$ per capita"
hc4nec_usd2022_pc,"Unspecified ancillary services (n.e.c.), in constant (2022) US$ per capita"
hc5_usd2022_pc,"Medical goods (non-specified by function), in constant (2022) US$ per capita"
hc51_usd2022_pc,"Pharmaceuticals and Other medical durable goods, in constant (2022) US$ per capita"
hc511_usd2022_pc,"Prescribed medicines, in constant (2022) US$ per capita"
hc512_usd2022_pc,"Over-the-counter medicines, in constant (2022) US$ per capita"
hc513_usd2022_pc,"Other medical non-durable goods, in constant (2022) US$ per capita"
hc52_usd2022_pc,"Therapeutic appliances and Other medical goods, in constant (2022) US$ per capita"
hc5nec_usd2022_pc,"Unspecified medical goods (n.e.c.), in constant (2022) US$ per capita"
hc6_usd2022_pc,"Preventive care, in constant (2022) US$ per capita"
hc61_usd2022_pc,"Information, education and counseling (IEC) programmes, in constant (2022) US$ per capita"
hc62_usd2022_pc,"Immunization Programmes, in constant (2022) US$ per capita"
fp3214_usd2022_pc,"Vaccines, in constant (2022) US$ per capita"
hc63_usd2022_pc,"Early disease detection programmes, in constant (2022) US$ per capita"
hc64_usd2022_pc,"Healthy condition monitoring programmes, in constant (2022) US$ per capita"
hc65_usd2022_pc,"Epidemiological surveillance and risk and disease control programmes, in constant (2022) US$ per capita"
hc66_usd2022_pc,"Preparing for disaster and emergency response programmes, in constant (2022) US$ per capita"
hc6nec_usd2022_pc,"Unspecified preventive care (n.e.c.), in constant (2022) US$ per capita"
hc7_usd2022_pc,"Governance, and health system and financing administration, in constant (2022) US$ per capita"
hc71_usd2022_pc,"Governance and Health system administration, in constant (2022) US$ per capita"
hc72_usd2022_pc,"Administration of health financing, in constant (2022) US$ per capita"
hc7nec_usd2022_pc,"Unspecified governance, and health system and financing administration (n.e.c.), in constant (2022) US$ per capita"
hc9_usd2022_pc,"Other health care services not elsewhere classified (n.e.c.), in constant (2022) US$ per capita"
hc_gghed_usd2022_pc,"Domestic general government health expenditure by Health Care Functions, in constant (2022) US$ per capita"
hc1_gghed_usd2022_pc,"Domestic General Government Expenditure on Curative care, in constant (2022) US$ per capita"
hc11_gghed_usd2022_pc,"Domestic General Government Expenditure on Inpatient curative care, in constant (2022) US$ per capita"
hc12_gghed_usd2022_pc,"Domestic General Government Expenditure on Day curative care, in constant (2022) US$ per capita"
hc13_gghed_usd2022_pc,"Domestic General Government Expenditure on Outpatient curative care, in constant (2022) US$ per capita"
hc131_gghed_usd2022_pc,"Domestic General Government Expenditure on General outpatient curative care, in constant (2022) US$ per capita"
hc132_gghed_usd2022_pc,"Domestic General Government Expenditure on Dental outpatient curative care, in constant (2022) US$ per capita"
hc133_gghed_usd2022_pc,"Domestic General Government Expenditure on Specialised outpatient curative care, in constant (2022) US$ per capita"
hc139_gghed_usd2022_pc,"Domestic General Government Expenditure on other outpatient curative care (specialized paramedical outpatient curative care), in constant (2022) US$ per capita"
hc13nec_gghed_usd2022_pc,"Domestic General Government Expenditure on Outpatient curative care n.e.c., in constant (2022) US$ per capita"
hc14_gghed_usd2022_pc,"Domestic General Government on Home-based curative care, in constant (2022) US$ per capita"
hc1nec_gghed_usd2022_pc,"Domestic General Government Expenditure on Other curative care, in constant (2022) US$ per capita"
hc2_gghed_usd2022_pc,"Domestic General Government Expenditure on Rehabilitative care, in constant (2022) US$ per capita"
hc21_gghed_usd2022_pc,"Domestic General Government Expenditure on Inpatient rehabilitative care, in constant (2022) US$ per capita"
hc22_gghed_usd2022_pc,"Domestic General Government Expenditure on Day rehabilitative care, in constant (2022) US$ per capita"
hc23_gghed_usd2022_pc,"Domestic General Government Expenditure on Outpatient rehabilitative care, in constant (2022) US$ per capita"
hc24_gghed_usd2022_pc,"Domestic General Government Expenditure on Home-based rehabilitative care, in constant (2022) US$ per capita"
hc3_gghed_usd2022_pc,"Domestic General Government Expenditure on Long-term care (health), in constant (2022) US$ per capita"
